"Which,odd,won","Lowest,2,values"
2.1,"2.1,3.5"
3.5,"2.63,2.8"
3.2,"2.45,3.2"
4,"2,3.6"
3.7,"1.8,3.7"
4.5,"1.44,4.5"
3.4,"2.6,2.88"
4.75,"1.53,4.75"
1.95,"1.95,3.5"
2.05,"2.05,3.3"
5.25,"1.8,3.6"
5.25,"1.75,3.8"
3.4,"2.2,3.4"
1.91,"1.91,3.6"
3.75,"1.83,3.75"
1.4,"1.4,5.25"
2.5,"2.5,3"
1.73,"1.73,3.75"
1.36,"1.36,5.25"
3.5,"2.3,3.25"
3.6,"1.95,3.6"
2.38,"2.38,3.25"
2.15,"2.15,3.5"
2.1,"2.1,3.5"
4.75,"1.91,3.5"
1.95,"1.95,3.5"
3.4,"2.5,3"
2.05,"2.05,3.5"
3.3,"2.1,3.3"
4,"1.73,4"
3.9,"2.1,3.5"
5.5,"1.73,3.8"
3.75,"1.75,3.75"
3.2,"2.45,3.2"
2.63,"2.63,2.88"
1.7,"1.7,3.75"
1.85,"1.85,3.75"
1.45,"1.45,4.75"
3.1,"2.63,3.1"
1.91,"1.91,3.5"
1.65,"1.65,4.2"
3.5,"1.95,3.5"
2.45,"2.45,3.2"
4.75,"1.44,4.75"
6,"1.62,4.2"
2.15,"2.15,3.4"
1.73,"1.73,3.8"
2.8,"2.7,2.8"
3.3,"2.25,3.3"
1.5,"1.5,4.33"
2.1,"2.1,3.5"
3.3,"2.15,3.3"
4.1,"2.05,3.4"
1.44,"1.44,4.75"
3.6,"2.25,3.3"
7.5,"1.53,4.2"
3.4,"2.38,3.25"
5.25,"1.75,3.75"
2.5,"2.5,3.2"
1.75,"1.75,4"
1.85,"1.85,3.6"
3.6,"2.1,3.6"
1.5,"1.5,4.33"
2.5,"2.5,2.8"
1.62,"1.62,3.75"
3.25,"2.38,3"
2.6,"2.6,2.8"
1.8,"1.8,3.5"
1.4,"1.4,4.2"
3,"2.38,3"
1.91,"1.91,3.6"
2.9,"2.7,2.9"
3.8,"1.73,3.8"
1.7,"1.7,4"
3.3,"2.5,3.1"
10,"1.36,5.25"
2.63,"2.63,2.88"
1.67,"1.67,3.8"
2,"2,3.5"
4,"2,3.6"
4.5,"1.5,4.5"
5,"1.73,4"
1.22,"1.22,7"
2.88,"2.63,2.88"
4,"1.6,4"
2.05,"2.05,3.5"
3.4,"2.38,3.25"
2.55,"2.55,3"
2.1,"2.1,3.5"
4.33,"2,3.4"
1.95,"1.95,3.5"
4.2,"1.6,4.2"
2.9,"2.7,2.9"
1.5,"1.5,4.5"
1.57,"1.57,4.33"
3.8,"1.75,3.8"
2.5,"2.5,3"
2.7,"2.7,2.7"
1.67,"1.67,3.8"
3.3,"2.4,3.25"
3.6,"2.25,3.3"
4.75,"1.83,3.75"
3.5,"2.1,3.5"
2.63,"2.63,2.88"
1.53,"1.53,4.33"
1.36,"1.36,5.25"
1.57,"1.57,4.33"
2.1,"2.1,3.6"
3.4,"2.5,3"
2.2,"2.2,3.4"
3.4,"2.2,3.4"
3.3,"2.1,3.3"
3.6,"1.95,3.6"
2.25,"2.25,3.4"
2.1,"2.1,3.5"
2.2,"2.2,3.2"
2.05,"2.05,3.4"
1.33,"1.33,5"
1.53,"1.53,4"
3.75,"2,3.4"
3.3,"2.15,3.3"
3.5,"2,3.5"
1.55,"1.55,4"
2.1,"2.1,3.4"
1.91,"1.91,3.5"
3.4,"2.6,2.9"
2.7,"2.7,2.75"
3.4,"2.7,2.8"
1.22,"1.22,7"
2.3,"2.3,3.4"
3.25,"2.4,3.25"
3.4,"2.4,3.2"
5.75,"1.33,5.75"
2.15,"2.15,3.5"
3.6,"1.95,3.6"
1.85,"1.85,3.75"
4.5,"1.57,4.5"
1.73,"1.73,4"
1.53,"1.53,4.33"
1.57,"1.57,4.33"
1.29,"1.29,6"
1.53,"1.53,4.2"
2.4,"2.4,3.1"
4.5,"1.57,4.5"
1.3,"1.3,6"
1.75,"1.75,3.7"
4,"1.8,4"
7,"1.22,7"
1.29,"1.29,6.5"
2,"2,3.8"
2,"2,3.6"
3.3,"2.75,2.8"
1.7,"1.7,3.8"
2.1,"2.1,3.4"
3.4,"2.1,3.4"
2.8,"2.7,2.8"
3.1,"2.4,3.1"
3.6,"2.63,2.75"
4.2,"1.65,4.2"
3.6,"1.95,3.6"
2.05,"2.05,3.5"
1.91,"1.91,4"
1.91,"1.91,3.6"
3,"2.45,3"
8,"1.44,4.75"
1.5,"1.5,4.5"
3.6,"2.5,2.9"
3.9,"2.05,3.6"
3,"2.45,3"
3.8,"2,3.8"
1.83,"1.83,3.75"
1.75,"1.75,4"
1.17,"1.17,9"
3.75,"2.3,3.1"
1.8,"1.8,4"
4.5,"1.8,4"
1.36,"1.36,5.5"
3.5,"2.15,3.5"
4.75,"1.53,4.75"
3.75,"2.05,3.7"
3.6,"2.4,3"
1.67,"1.67,4.2"
3.4,"1.95,3.4"
6,"1.65,3.75"
11,"1.09,11"
3,"2.55,3"
4,"1.67,4"
17,"1.2,6.5"
5,"1.75,3.8"
3.5,"1.95,3.5"
1.57,"1.57,3.75"
1.7,"1.7,3.75"
3.5,"2.2,3.2"
3.4,"2.25,3.1"
3.2,"2.6,2.75"
1.53,"1.53,3.6"
3,"2.5,3"
7,"1.2,7"
3.75,"2.15,3.2"
6.5,"1.5,4.33"
3.4,"1.9,3.4"
2.8,"2.55,2.8"
3.75,"2,3.4"
1.07,"1.07,12"
5.5,"1.73,3.3"
2.4,"2.4,3.1"
15,"1.06,15"
4.33,"1.57,4.33"
2.2,"2.2,3.25"
3.4,"2.15,3.25"
3.2,"2.2,3.2"
1.7,"1.7,4.2"
5,"1.78,3.75"
6.5,"1.2,6.5"
2.35,"2.35,2.95"
3.25,"2.1,3.25"
13.5,"1.18,7"
3.6,"1.85,3.6"
8.25,"1.36,5.5"
2.6,"2.6,2.9"
3.5,"1.9,3.5"
3.5,"2.2,3"
3.4,"1.8,3.4"
4.5,"1.5,4.5"
5.5,"1.62,4"
4,"1.57,4"
4,"1.85,3.5"
15,"1.25,7"
3.5,"2.05,3.5"
2.15,"2.15,3.25"
2.95,"2.6,2.95"
3.75,"1.55,3.75"
3.1,"2.55,2.9"
3.4,"2.1,3.4"
3.2,"2.55,3"
1.36,"1.36,5"
11.5,"1.22,6.5"
5.5,"1.19,5.5"
2.35,"2.35,3.3"
2.75,"2.6,2.75"
4.33,"1.4,4.33"
3.3,"2.05,3.3"
3.5,"1.78,3.5"
2.4,"2.4,3"
3.4,"1.91,3.4"
2.8,"2.6,2.8"
4.33,"1.4,4.33"
4.75,"1.4,4.75"
2.63,"2.6,2.63"
3,"2.5,3"
26,"1.09,11"
4.25,"1.85,3.5"
4.2,"2,3.4"
10,"1.12,10"
10,"1.11,10"
8.25,"1.36,5.25"
3.5,"2.25,3.2"
3,"2.6,3"
3.6,"1.75,3.6"
3.6,"2.1,3.4"
3.4,"1.85,3.4"
1.75,"1.75,3.6"
2.6,"2.6,3.1"
3.8,"2,3.4"
3.6,"2.1,3.4"
3.75,"1.62,3.75"
7.25,"1.4,5.25"
3.6,"1.75,3.6"
3.3,"1.83,3.3"
7,"1.26,7"
3.5,"1.95,3.5"
3.8,"1.7,3.8"
2.65,"2.65,2.88"
13,"1.22,6.5"
6,"1.22,6"
17,"1.04,17"
1.95,"1.95,3.6"
8.5,"1.36,5"
2.2,"2.2,3.25"
3.2,"2.5,3.1"
3.2,"2.3,3.2"
2.55,"2.55,2.9"
3.6,"1.72,3.6"
2.8,"2.55,2.8"
3.5,"1.95,3.5"
2.25,"2.25,3.2"
3.6,"1.67,3.6"
3.4,"2.25,3.2"
2.5,"2.5,2.85"
13,"1.07,13"
5,"1.62,4.2"
4.2,"1.53,4.2"
3.4,"2.35,3.1"
2.5,"2.5,2.9"
21,"1.12,9"
3.25,"2.3,3.1"
3.4,"2.2,3.4"
2.45,"2.45,3.1"
3.3,"2.1,3.3"
3.3,"2.2,3.3"
8.5,"1.34,5.5"
3.5,"1.87,3.5"
3.4,"1.95,3.4"
3.4,"1.83,3.4"
3.25,"2,3.25"
13,"1.07,13"
3.75,"1.75,3.75"
4,"1.53,4"
10,"1.3,5.25"
1.44,"1.44,4.75"
1.53,"1.53,4"
3.4,"2.55,2.8"
15,"1.25,6"
4.2,"1.87,4.2"
3.5,"1.8,3.5"
2.25,"2.25,2.9"
3,"2.5,3"
3.4,"1.85,3.4"
3.1,"2.35,3.1"
3.3,"2.05,3.3"
5,"1.78,3.6"
3.1,"2.5,2.95"
5.75,"1.65,4"
4.75,"1.75,3.5"
13,"1.18,7.5"
8,"1.16,8"
3.75,"1.91,3.75"
3.25,"2.38,3.2"
2.7,"2.63,2.7"
4.5,"1.87,3.6"
3.75,"1.72,3.75"
3.5,"1.85,3.5"
3.1,"2.35,3.1"
5.5,"1.3,5.5"
3.7,"2,3.4"
4.1,"1.53,4.1"
3.5,"2.2,3.3"
10,"1.1,10"
3.75,"1.55,3.75"
2.88,"2.6,2.88"
3.5,"1.87,3.5"
3.8,"2.05,3.3"
5.25,"1.73,3.5"
3.75,"1.67,3.75"
13,"1.07,13"
2.3,"2.3,3.2"
7.5,"1.57,3.8"
3.25,"2.05,3.25"
3.6,"1.87,3.6"
1.53,"1.53,4.33"
1.95,"1.95,3.5"
6.5,"1.22,6.5"
11,"1.1,11"
2.8,"2.7,2.8"
2.38,"2.38,3.1"
3.75,"1.67,3.75"
3.8,"2,3.4"
3.8,"1.95,3.6"
2.85,"2.6,2.85"
3.6,"1.91,3.6"
2.45,"2.45,3"
3.3,"2.25,3.3"
3.6,"2.2,3.1"
4,"1.57,4"
10,"1.1,10"
1.91,"1.91,3.6"
2.05,"2.05,3.2"
5.25,"1.7,3.6"
11,"1.29,6"
6.5,"1.53,4.33"
3.6,"2,3.6"
2.5,"2.5,2.85"
1.62,"1.62,3.6"
3.25,"2.15,3.25"
2.35,"2.35,3.1"
4.75,"1.35,4.75"
4.75,"1.36,4.75"
1.25,"1.25,6"
3.4,"2.2,3.4"
6.5,"1.25,6.5"
3.4,"2.5,2.8"
5,"1.28,5"
6.5,"1.22,6.5"
2.15,"2.15,3.4"
1.87,"1.87,3.6"
6,"1.65,3.8"
5.25,"1.33,5.25"
2.15,"2.15,3.3"
3.4,"2.38,2.95"
2.8,"2.63,2.8"
9.5,"1.3,5.5"
3.6,"1.65,3.6"
2.9,"2.5,2.9"
13,"1.22,6.5"
4.5,"1.36,4.5"
3.2,"2.1,3.2"
1.83,"1.83,3.4"
4.75,"1.78,3.5"
4.2,"1.57,4.2"
3.2,"2.5,2.6"
2,"2,3.1"
8,"1.17,8"
4.5,"1.48,4.5"
7.25,"1.5,4"
11,"1.09,11"
4.2,"1.5,4.2"
1.9,"1.9,3.3"
3.25,"2.3,3.25"
3.5,"2,3.5"
4.33,"1.53,4.33"
2.65,"2.65,2.7"
3.1,"2.7,2.88"
3.9,"2.05,3.4"
3.4,"2.05,3.4"
3.1,"2.5,3.1"
4.5,"1.45,4.5"
2.95,"2.38,2.95"
3.8,"1.6,3.8"
2.63,"2.63,2.65"
4.75,"1.67,3.75"
1.95,"1.95,3.5"
4.5,"1.83,3.5"
3.6,"1.75,3.6"
15,"1.06,15"
4.33,"1.91,3.4"
3.2,"2.65,2.8"
4,"2.05,3.4"
21,"1.16,9"
1.65,"1.65,3.75"
3.8,"1.67,3.8"
2.55,"2.55,2.88"
8.5,"1.14,8.5"
5,"1.67,4"
3.4,"1.83,3.4"
3.6,"1.75,3.6"
3.6,"1.78,3.6"
4.5,"1.42,4.5"
4,"1.57,4"
2.5,"2.5,2.88"
1.95,"1.95,3.4"
3.7,"2.05,3.2"
3.4,"2.2,3.3"
7,"1.5,4"
2,"2,3.3"
8,"1.4,4.75"
6.5,"1.45,4.33"
2.7,"2.7,2.75"
6.5,"1.22,6.5"
9,"1.12,9"
2.15,"2.15,3.3"
2.1,"2.1,3.4"
3.4,"2.6,2.75"
3.2,"2.55,2.9"
5,"1.67,4"
4.33,"1.45,4.33"
4.2,"1.91,3.5"
3.8,"1.67,3.8"
9.5,"1.14,9.5"
2.2,"2.2,3.3"
3.3,"2.4,3"
3.5,"2,3.5"
3.2,"2.2,3.2"
5.5,"1.75,3.5"
6,"1.57,4"
5.5,"1.75,3.4"
1.83,"1.83,3.6"
12.5,"1.2,7.5"
10,"1.12,10"
8.5,"1.26,5.5"
3.4,"1.85,3.4"
3.5,"1.95,3.5"
4.2,"1.5,4.2"
4.75,"1.35,4.75"
2.6,"2.6,2.7"
1.42,"1.42,4.5"
7,"1.25,7"
6.5,"1.62,4"
8.75,"1.33,5.25"
2.65,"2.6,2.65"
3.75,"1.85,3.75"
3.5,"2,3.5"
3.2,"2.25,3.2"
3.1,"2.15,3.1"
5.25,"1.36,5.25"
4.33,"1.78,3.8"
4.33,"1.5,4.33"
2.25,"2.25,3.25"
3.5,"2.1,3.4"
3.5,"2.05,3.5"
3.3,"2.05,3.3"
4.75,"1.48,4.75"
4.5,"1.48,4.5"
8,"1.17,8"
6.5,"1.18,6.5"
3.2,"2.2,3.2"
7,"1.4,5"
3.2,"2.55,2.63"
2.75,"2.45,2.75"
2.1,"2.1,3.2"
2.75,"2.5,2.75"
3,"2.55,2.9"
8,"1.19,8"
5.5,"1.75,3.6"
3.4,"2.25,3.3"
2.8,"2.5,2.8"
3.6,"1.67,3.6"
2.05,"2.05,3.4"
3.8,"2,3.5"
2.05,"2.05,3.2"
4,"1.62,4"
2.55,"2.55,2.75"
1.45,"1.45,4.1"
3.9,"1.95,3.5"
3.6,"2.15,3.4"
17,"1.03,17"
7.25,"1.4,4.75"
3.6,"1.65,3.6"
2.55,"2.55,2.7"
2.7,"2.6,2.7"
4.5,"1.36,4.5"
5.5,"1.36,5.5"
4.75,"1.44,4.75"
15,"1.18,7.5"
4.6,"1.73,3.6"
9,"1.16,9"
7.5,"1.16,7.5"
2.15,"2.15,3.2"
4.25,"1.8,3.7"
3.3,"2,3.3"
1.95,"1.95,3.6"
3.6,"1.91,3.6"
5.5,"1.6,4"
5.25,"1.28,5.25"
8.5,"1.16,8.5"
18.5,"1.13,9"
4.75,"1.55,4.75"
3.5,"1.8,3.5"
2,"2,3.4"
4.5,"1.42,4.5"
6.5,"1.22,6.5"
3.8,"1.65,3.8"
2.35,"2.35,3"
3.8,"1.75,3.8"
3.4,"1.78,3.4"
8.5,"1.45,4.2"
1.57,"1.57,3.75"
2,"2,3.5"
23,"1.08,11"
8,"1.19,8"
6.5,"1.55,4.1"
6.5,"1.55,4.33"
11,"1.2,7"
4.6,"1.73,4"
4,"1.75,4"
3.75,"2.05,3.25"
9,"1.15,9"
2.8,"2.45,2.8"
3.5,"2,3.5"
15,"1.05,15"
1.75,"1.75,3.75"
11.5,"1.22,7"
3,"2.3,3"
2.2,"2.2,3.5"
3,"2.5,3"
3.6,"2.15,3.5"
2.2,"2.2,3.5"
2.38,"2.38,3.1"
3.4,"2.38,3.25"
2.2,"2.2,3.4"
3.6,"2.15,3.6"
1.65,"1.65,4.1"
3,"2.5,3"
3.4,"2.15,3.4"
3.5,"2.4,3.1"
3.4,"2.3,3.4"
3.5,"2.2,3.5"
2.05,"2.05,3.5"
3.5,"2.4,3.1"
3.4,"2.38,3.2"
2.7,"2.7,2.88"
4.5,"1.62,4.5"
1.8,"1.8,3.75"
2.1,"2.1,3.6"
3,"2.5,3"
3.4,"2.6,2.88"
3.4,"2.2,3.4"
2.9,"2.63,2.9"
2.05,"2.05,3.5"
2.5,"2.5,3"
4.33,"1.95,3.5"
2.3,"2.3,3.3"
2.75,"2.75,2.75"
2.3,"2.3,3.4"
2.05,"2.05,3.5"
1.7,"1.7,4"
2.5,"2.5,3"
2.3,"2.3,3.3"
3.5,"2.2,3.5"
3.4,"2.5,3"
2.9,"2.6,2.9"
3.9,"1.83,3.9"
2.6,"2.6,2.8"
2.55,"2.55,2.9"
2.63,"2.63,2.9"
2.15,"2.15,3.5"
3.4,"2.4,3.2"
2.3,"2.3,3.25"
3,"2.45,3"
4.33,"1.85,3.9"
3.8,"2.05,3.6"
2.1,"2.1,3.5"
3.6,"2.3,3.2"
2.8,"2.6,2.8"
3.5,"2.25,3.4"
2.5,"2.5,3"
2.38,"2.38,3.2"
2.63,"2.63,2.88"
3.5,"2.7,2.7"
2.2,"2.2,3.4"
2.7,"2.7,2.75"
3.8,"2.05,3.6"
1.91,"1.91,3.6"
2.2,"2.2,3.4"
2.3,"2.3,3.25"
2.1,"2.1,3.6"
1.73,"1.73,4"
2.38,"2.38,3.1"
2.4,"2.4,3"
5.5,"1.67,4.1"
1.6,"1.6,4"
3.6,"2.5,2.88"
1.65,"1.65,4"
2.6,"2.6,2.8"
3.5,"2.6,2.8"
4.5,"1.85,3.75"
2.95,"2.5,2.95"
3.75,"1.95,3.75"
2,"2,3.6"
3.1,"2.45,3.1"
2.1,"2.1,3.6"
1.57,"1.57,4.2"
3.6,"2,3.6"
2.1,"2.1,3.6"
2.1,"2.1,3.6"
3.75,"1.91,3.75"
3.6,"2.1,3.6"
2.8,"2.75,2.8"
3.5,"2.45,3"
2.38,"2.38,3.1"
2.2,"2.2,3.4"
2.3,"2.3,3.2"
1.95,"1.95,3.7"
2,"2,3.6"
3,"2.6,3"
3.7,"2.05,3.7"
3.5,"2.3,3.25"
2.4,"2.4,3"
2.4,"2.4,3.1"
2.5,"2.5,2.95"
3.9,"2.2,3.2"
4.5,"1.85,3.8"
2.35,"2.35,3.2"
2.2,"2.2,3.5"
2.63,"2.63,2.7"
1.53,"1.53,4.33"
1.91,"1.91,3.6"
2.15,"2.15,3.5"
2.9,"2.6,2.9"
1.85,"1.85,3.8"
3.4,"2.7,2.8"
1.85,"1.85,3.75"
3.3,"2.2,3.3"
2.88,"2.6,2.88"
3.4,"2.25,3.4"
2.55,"2.55,2.88"
3.25,"2.3,3.25"
3.5,"2.45,3"
1.91,"1.91,3.6"
4,"1.8,4"
2.3,"2.3,3.4"
2.75,"2.75,2.88"
1.83,"1.83,3.8"
2.2,"2.2,3.3"
1.65,"1.65,3.75"
2.35,"2.35,3"
1.65,"1.65,3.75"
2,"2,3.5"
3.3,"2.2,3.3"
1.8,"1.8,3.5"
2.05,"2.05,3.3"
2,"2,3.25"
2.35,"2.35,3"
1.95,"1.95,3.4"
2.6,"2.6,2.6"
2.38,"2.38,3.1"
3.5,"2.2,3.5"
2.5,"2.5,3"
2.8,"2.5,2.8"
2.3,"2.3,3.2"
3.1,"2.4,3.1"
3.1,"2.38,3.1"
1.62,"1.62,4.2"
2.5,"2.5,2.8"
1.8,"1.8,3.9"
4.6,"1.5,4.6"
3.2,"2.45,3.2"
3.3,"2.3,3.3"
3.4,"2.25,3.4"
3,"2.4,3"
2.15,"2.15,3.5"
3.6,"2.25,3.25"
3.5,"1.95,3.5"
1.67,"1.67,4.2"
4,"2,3.6"
2.05,"2.05,3.75"
3,"2.5,3"
3.7,"2.15,3.4"
2.63,"2.63,2.88"
3.5,"2.38,3.1"
1.7,"1.7,4"
3.6,"2.5,2.9"
3.8,"2,3.8"
7,"1.5,4.75"
3.75,"2.1,3.6"
3.5,"2.2,3.5"
2.35,"2.35,3.1"
2.4,"2.4,3.1"
3.7,"2.1,3.6"
2.6,"2.6,2.8"
2.7,"2.7,2.8"
3.75,"1.9,3.75"
1.8,"1.8,4"
3.5,"2.54,2.87"
2.75,"2.75,2.75"
3.79,"1.8,3.79"
3.75,"1.75,3.75"
2.29,"2.29,3.2"
3.5,"2.1,3.5"
3.39,"2.5,3"
3.39,"2.45,3.1"
4.2,"1.95,3.6"
3.1,"2.35,3.1"
2.04,"2.04,3.6"
3.7,"2.35,3"
1.95,"1.95,3.79"
2.2,"2.2,3.29"
3.5,"2.62,2.79"
3.79,"1.75,3.79"
3.75,"2,3.75"
3.5,"2.35,3.2"
2.39,"2.39,3.1"
2.95,"2.62,2.95"
3.6,"2.04,3.6"
2.87,"2.6,2.87"
3.39,"2.29,3.39"
2.54,"2.54,2.87"
3.5,"2.6,2.79"
1.8,"1.8,4.2"
3.7,"2.1,3.6"
4,"2.04,3.5"
3.5,"2.1,3.5"
2.2,"2.2,3.39"
1.95,"1.95,3.79"
4,"1.95,3.75"
3.6,"2.29,3.2"
3.75,"1.9,3.75"
3.6,"2.14,3.5"
3.29,"2.25,3.29"
3.79,"1.85,3.79"
2.29,"2.29,3.25"
2.62,"2.62,2.79"
2.62,"2.62,2.89"
1.7,"1.7,4.09"
1.8,"1.8,3.75"
2.04,"2.04,3.6"
2.04,"2.04,3.5"
1.8,"1.8,3.79"
2.14,"2.14,3.5"
2.54,"2.54,2.87"
3.5,"2.29,3.25"
2.2,"2.2,3.39"
3,"2.5,3"
3.1,"2.37,3.1"
3.2,"2.45,3.2"
1.7,"1.7,4.2"
3,"2.5,3"
3.79,"2.04,3.6"
2.5,"2.5,3"
3.6,"2.04,3.6"
3.75,"1.95,3.75"
3.6,"2.2,3.39"
2.14,"2.14,3.5"
4,"1.72,4"
4,"1.66,4"
1.61,"1.61,4.33"
2.7,"2.6,2.7"
3.6,"2.39,3"
2.2,"2.2,3.39"
4,"1.72,4"
2.1,"2.1,3.6"
3.75,"2.1,3.5"
1.53,"1.53,4.5"
1.85,"1.85,3.79"
2.25,"2.25,3.39"
2.39,"2.39,3.1"
3.5,"2.25,3.39"
1.9,"1.9,3.7"
3.79,"1.8,3.79"
4.75,"1.85,3.6"
3.5,"2.37,3.1"
2.14,"2.14,3.39"
3.6,"2.25,3.25"
2.14,"2.14,3.39"
3.39,"2.25,3.39"
2.29,"2.29,3.2"
2.75,"2.7,2.75"
3,"2.45,3"
2.04,"2.04,3.5"
2.95,"2.54,2.95"
1.9,"1.9,3.79"
1.57,"1.57,4.33"
2.39,"2.39,3.1"
4.33,"1.55,4.33"
3.5,"1.95,3.5"
1.8,"1.8,3.79"
2.5,"2.5,3.1"
4.2,"1.95,3.7"
2.6,"2.6,2.89"
3.39,"2.39,3.2"
2.6,"2.6,2.89"
1.95,"1.95,3.6"
1.61,"1.61,4.5"
1.75,"1.75,3.75"
3.25,"2.6,3"
3.75,"1.75,3.75"
2.6,"2.6,2.87"
3.5,"2.14,3.5"
2.45,"2.45,3.2"
2.5,"2.5,3"
5.25,"1.75,3.75"
3.5,"2.2,3.5"
2.6,"2.6,2.87"
3.29,"2.54,3"
1.8,"1.8,3.75"
2,"2,3.6"
3,"2.7,3"
1.95,"1.95,3.75"
2,"2,3.5"
2.35,"2.35,3.2"
2.25,"2.25,3.39"
2.7,"2.7,2.75"
3.5,"2.14,3.5"
3.6,"2.29,3.2"
2.39,"2.39,3.1"
1.9,"1.9,3.79"
2.75,"2.62,2.75"
1.5,"1.5,4.5"
3.75,"2,3.75"
2.89,"2.6,2.89"
3.75,"2.1,3.6"
2.5,"2.5,3"
3.5,"2.1,3.5"
1.75,"1.75,3.79"
2.79,"2.7,2.79"
1.89,"1.89,3.75"
1.83,"1.83,3.89"
2.35,"2.35,3.25"
2.39,"2.39,3.2"
2.2,"2.2,3.29"
2.89,"2.6,2.89"
2.89,"2.62,2.89"
1.72,"1.72,4"
3.25,"2.29,3.25"
5,"1.8,3.7"
3.2,"2.35,3.2"
3.2,"2.79,2.79"
1.9,"1.9,3.7"
3.1,"2.45,3.1"
5,"1.72,4"
2.29,"2.29,3.29"
3,"2.6,3"
2.7,"2.7,2.79"
3.39,"2.37,3.25"
3.39,"2.6,2.87"
3.75,"1.75,3.75"
1.66,"1.66,4.09"
1.9,"1.9,3.7"
1.95,"1.95,3.39"
2.39,"2.39,3.29"
3.5,"2.1,3.5"
3.6,"2,3.6"
2.2,"2.2,3.39"
2.04,"2.04,3.5"
3.2,"2.39,3.2"
1.39,"1.39,5"
2.39,"2.39,3.1"
4.2,"2,3.5"
3.25,"2.79,2.79"
2.87,"2.54,2.87"
3.6,"1.9,3.6"
5.5,"1.72,3.75"
1.8,"1.8,3.79"
3.75,"1.83,3.75"
2.75,"2.7,2.75"
3.2,"2.37,3.2"
1.9,"1.9,3.7"
2.37,"2.37,3.29"
3.5,"2.25,3.39"
1.72,"1.72,3.89"
1.85,"1.85,3.5"
1.9,"1.9,3.6"
4,"1.9,4"
2.5,"2.5,3"
2.54,"2.54,3"
1.83,"1.83,3.79"
1.85,"1.85,3.75"
3.1,"2.54,3.1"
2.37,"2.37,3.29"
4.2,"1.95,3.6"
3.39,"2.39,3.2"
3.5,"2.39,3.1"
1.6,"1.6,4.2"
1.75,"1.75,3.79"
1.66,"1.66,4.09"
3.6,"1.85,3.6"
2.04,"2.04,3.6"
2.54,"2.54,3"
2.29,"2.29,3.29"
3.29,"2.39,3.25"
3.6,"2,3.5"
3.29,"2.25,3.2"
2.14,"2.14,3.29"
3.25,"2.2,3.25"
2.2,"2.2,3.29"
3.25,"2.6,2.7"
3.39,"2.04,3.39"
3.75,"1.75,3.75"
2.14,"2.14,3.25"
1.75,"1.75,3.89"
2.79,"2.64,2.79"
2.6,"2.6,2.87"
2.54,"2.54,2.95"
2.1,"2.1,3.6"
1.61,"1.61,4"
2.1,"2.1,3.39"
2,"2,3.6"
2.25,"2.25,3.39"
2.45,"2.45,3.1"
3.39,"2.29,3.39"
